재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,Column1,당기,_1,_2,전기,전전기,_3
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_Revenue,영업수익,,2.39542E+13,,,2.11667E+13,1.95723E+13,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_RevenueFromSaleOfGoods,   재화의 판매로 인한 수익(매출액),,1.34332E+13,,,1.18657E+13,1.09474E+13,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_RevenueFromRenderingOfServices,   용역의 제공으로 인한 수익(매출액),,8.71345E+12,,,7.65696E+12,7.26997E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_RevenueFromConstructionContracts,   건설계약으로 인한 수익(매출액),,4.62432E+11,,,3.03716E+11,1.65591E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,entity00148540_udf_IS_201152323227203_Revenue,   임대료수익(매출액),,78433239000,,,73900155000,36865207000,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_OtherRevenue,   기타수익(매출액),,1.26667E+12,,,1.26645E+12,1.15246E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_CostOfSales,매출원가,,1.6502E+13,,,1.44736E+13,1.34824E+13,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_GrossProfit,매출총이익,,7.45224E+12,,,6.69316E+12,6.08993E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,,6.19933E+12,,,5.46782E+12,5.08681E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,dart_OperatingIncomeLoss,영업이익(손실),,1.25291E+12,,,1.22533E+12,1.00312E+12,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_FinanceIncome,금융수익,,2.84926E+11,,,2.90448E+11,2.62414E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_FinanceCosts,금융원가,,5.95911E+11,,,6.057E+11,5.86542E+11,
"손익계산서, 기능별 분류 - 연결재무제표",[001040],CJ,유가증권시장상장법인,715,"회사본부, 지주회사 및 경영컨설팅 서비스업",12,2016-12-31,사업보고서,KRW,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,공동지배회사 및 관계회사에 대한 지분법손익,,69997151000,,,1.63323E+11,24137741000,
